date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots,sigma_factor,achieved_daily_sigma_ratio
2025-02-01,greedy,error_scaled_frozen_contract_and_soc,26709.12435609976,26709.12435609976,0.0,49023.022603149024,43233.888007593465,5789.134595555555,6312.826350179821,0.0,0,0,8536.986137066991,5353.251607523439,16896.482344543976,13686.15069908062,10800.0,10800.0,2584.9119541446184,10800.0,0.0005133999948156998,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-01,mpc,error_scaled_frozen_contract_and_soc,28684.34101068429,26709.12435609976,1975.2166545845253,49023.022603149024,43233.888007593465,5789.134595555555,6312.826350179821,351.6911797619051,10,6,8621.930277447143,5288.525303452802,18641.08144692494,15099.27645800919,10800.0,10799.999460000012,2028.1831972738687,10800.0,1.011058599993703,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-02,greedy,error_scaled_frozen_contract_and_soc,60814.31655276092,60814.31655276092,0.0,95447.25993643588,89758.78041945177,5688.479516984126,6331.734526354028,0.0,0,0,16391.164901285,396.2346843327457,19293.19797423084,15627.490359126985,10800.0,10800.0,1988.8645917107597,10800.0,0.00035069999285042286,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-02,mpc,error_scaled_frozen_contract_and_soc,61466.30851360497,60814.31655276092,651.9919608440459,95447.25993643588,89758.78041945177,5688.479516984126,6331.734526354028,148.98229523809493,4,3,14850.39272834831,1444.9492918858427,22667.095046976465,18360.34757125092,10800.0,10799.999352000017,1507.3586305714334,10800.0,0.9905269000009866,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-03,greedy,error_scaled_frozen_contract_and_soc,59761.37374098951,59761.37374098951,0.0,94059.09257643559,88351.30972611814,5707.78285031746,6325.6355685206945,0.0,0,0,11738.334940372324,0.0,20165.689494318,16334.208490397585,10800.0,10800.0,1873.6070004409162,10800.0,0.00027219999174121767,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-03,mpc,error_scaled_frozen_contract_and_soc,61015.72500200916,59761.37374098951,1254.3512610196442,94059.09257643559,88351.30972611814,5707.78285031746,6325.6355685206945,258.59259642857154,13,8,10395.445600054845,1130.5606448412698,22644.225679079926,18341.823383254727,10800.0,10799.999352000017,1396.079578669729,10800.0,1.0633983000006992,1.1368683772161603e-13,0,1.5,1.5000000000000002
2025-02-04,greedy,error_scaled_frozen_contract_and_soc,60256.86003817031,60256.86003817031,0.0,94763.34714999805,89031.03173301392,5732.3154169841255,6307.104330743882,0.0,0,0,11051.4981979855,20.61325119047615,21551.630211093674,17456.820470985884,10800.0,10800.0,2220.5306909171086,10800.0,0.0005060999974375591,1.1368683772161603e-13,0,1.5,1.5
2025-02-04,mpc,error_scaled_frozen_contract_and_soc,63200.94170964949,60256.86003817031,2944.081671479177,94763.34714999805,89031.03173301392,5732.3154169841255,6307.104330743882,603.3531364300891,21,10,11429.877147264793,318.6707053571435,22055.37974514772,18033.653272055795,10800.0,10612.449246126513,1320.8207083333346,10800.0,0.9829444999922998,2.2737367544323206e-13,0,1.5,1.5
2025-02-05,greedy,error_scaled_frozen_contract_and_soc,58582.167117194185,58582.167117194185,0.0,92567.5088404276,87805.56615709428,4761.942683333333,4566.75086750565,0.0,0,0,8690.708313634552,113.52286666666623,22310.494094650203,18071.500216666667,10800.0,10800.0,1625.1888202380956,10800.0,0.0003905000048689544,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-05,mpc,error_scaled_frozen_contract_and_soc,62268.94580748644,58582.167117194185,3686.778690292259,92567.5088404276,87805.56615709428,4761.942683333333,4566.75086750565,717.7408273809519,28,13,9068.278427553367,405.07151784630673,22606.823458730636,18319.207518464606,10800.0,10791.466092341343,1516.1346042506866,10800.0,1.136812299999292,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-06,greedy,error_scaled_frozen_contract_and_soc,59050.40326843929,58974.03607680656,76.36719163273688,92802.98276806748,88839.82339822622,3963.1593698412707,3251.412147611388,13.12407261904741,2,1,10532.38165599648,5.408641666666881,20856.40815876975,16893.6906086035,10800.0,10800.0,2033.1297103174625,10800.0,0.0003989999968325719,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-06,mpc,error_scaled_frozen_contract_and_soc,60564.68362301369,58974.03607680656,1590.6475462071417,92802.98276806748,88839.82339822622,3963.1593698412707,3251.412147611388,333.5006738095235,13,7,9181.032334919619,1285.7894886904776,22916.336217941847,18562.273592532074,10800.0,10799.954160000916,1611.5820484285725,10800.0,1.0966645000007702,1.1368683772161603e-13,0,1.5,1.5000000000000002
2025-02-07,greedy,error_scaled_frozen_contract_and_soc,24137.83848105902,24137.83848105902,0.0,45454.33012959417,42149.74573197513,3304.5843976190476,1942.5968872038493,0.0,0,0,6274.772092983821,7070.114833236044,18483.53361425073,14971.662227543085,10800.0,10800.0,1582.8675648148142,10800.0,0.00040299999818671495,2.2737367544323206e-13,0,1.5,1.5
2025-02-07,mpc,error_scaled_frozen_contract_and_soc,27257.82340294117,24137.83848105902,3119.984921882143,45454.33012959417,42149.74573197513,3304.5843976190476,1942.5968872038493,536.2226654761906,17,6,7129.047142430902,6585.762588606705,19358.799108242514,15680.62786087642,10800.0,10799.999352000017,1725.607294296459,10800.0,1.075918599992292,2.2737367544323206e-13,0,1.5,1.5
2025-02-08,greedy,error_scaled_frozen_contract_and_soc,22024.09795129196,22024.09795129196,0.0,41292.83964174117,38070.79812507451,3222.041516666666,1927.9955428724606,0.0,0,0,3020.495250573188,4200.2775154212,19696.04155781513,15953.79366183025,10800.0,10800.0,1507.9714921296277,10800.0,0.0003171999996993691,2.2737367544323206e-13,0,1.5,1.5
2025-02-08,mpc,error_scaled_frozen_contract_and_soc,26978.598334398604,22024.09795129196,4954.500383106644,41292.83964174117,38070.79812507451,3222.041516666666,1927.9955428724606,942.1334264738056,30,14,3347.0970020697027,4922.175829917083,19423.15056860845,15787.269312142162,10800.0,10739.425164922981,1200.0,10800.0,0.8589307000074768,2.2737367544323206e-13,0,1.5,1.5
2025-02-09,greedy,error_scaled_frozen_contract_and_soc,54660.206416058216,54660.206416058216,0.0,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,0.0,0,0,2682.6242852145806,0.0,23946.057088166264,19396.306241414677,10800.0,10800.0,1573.8434155291027,10800.0,0.0009725999989314005,1.1368683772161603e-13,0,1.5,1.5000000000000002
2025-02-09,mpc,error_scaled_frozen_contract_and_soc,61103.70397141039,54660.206416058216,6443.497555352173,86989.37612125189,83759.9018950614,3229.4742261904767,1884.7776228023413,1408.8463255696852,37,16,3931.95027914749,384.8753738095237,22946.56822161431,18622.17241703547,10800.0,10760.608713857915,1205.1101851851845,10800.0,1.025295500003267,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-10,greedy,error_scaled_frozen_contract_and_soc,55464.29518743896,55464.29518743896,0.0,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,0.0,0,0,11777.851530597962,1310.7135510582027,19079.639644326864,15454.508111904763,10800.0,10800.0,1530.6633002645503,10800.0,0.00040360000275541097,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-10,mpc,error_scaled_frozen_contract_and_soc,57301.935214478246,55464.29518743896,1837.6400270392846,88081.68848907827,84862.71942717349,3218.969061904762,1904.2355526711904,408.2969738095236,19,9,9522.884333484022,3341.384214166958,23006.364022905072,18748.638982668264,10800.0,10673.906528760945,1529.1565013123695,10800.0,1.009285899999668,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-11,greedy,error_scaled_frozen_contract_and_soc,54034.25592924765,54034.25592924765,0.0,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,0.0,0,0,7975.925810367397,596.1434261904764,21430.985026455022,17359.097871428574,10800.0,10800.0,1206.6818450529088,10800.0,0.0004226000019116327,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-11,mpc,error_scaled_frozen_contract_and_soc,57167.005826729786,54034.25592924765,3132.749897482141,86206.0136975367,83063.51654991765,3142.4971476190467,1917.0786876211912,549.0215190476185,28,14,7501.926148744269,1390.3395297352797,22743.41180498435,18442.699572831953,10800.0,10777.182210228188,1519.6864164441886,10800.0,1.1087302999949316,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-12,greedy,error_scaled_frozen_contract_and_soc,53691.68372683104,53691.68372683104,0.0,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,0.0,0,0,7355.448031790119,486.0151095238091,21061.54526756979,17059.851666731534,10800.0,10800.0,1454.809060423278,10800.0,0.0003612000000430271,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-12,mpc,error_scaled_frozen_contract_and_soc,57161.84883833937,53691.68372683104,3470.165111508332,85684.89044096171,82621.07465048552,3063.8157904761892,1921.1290865783344,698.2875297619042,24,13,6831.738750514494,1452.6453083333322,22624.22945360732,18367.169240541058,10800.0,10753.84068542319,1322.5989962610606,10800.0,0.9795354999951087,2.2737367544323206e-13,0,1.5,1.5000000000000002
2025-02-13,greedy,error_scaled_frozen_contract_and_soc,53405.28797412094,53405.28797412094,0.0,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,0.0,0,0,12139.351242146371,1359.4682428571427,18413.295834803048,14914.769626190475,10800.0,10800.0,1360.6516547089993,10800.0,0.00048049999168142676,2.2737367544323206e-13,0,1.5,1.5
2025-02-13,mpc,error_scaled_frozen_contract_and_soc,56764.7652103638,53405.28797412094,3359.477236242857,85149.40167694942,82122.20548885418,3027.1961880952376,1902.33345955,745.2834273809519,27,15,9271.977161598006,4258.259722679933,22230.098129960876,18017.70589324178,10800.0,10787.415102251704,1567.7008175516796,10800.0,0.9911297999933595,1.1368683772161603e-13,0,1.5,1.5
2025-02-14,greedy,error_scaled_frozen_contract_and_soc,21094.6732169097,21094.6732169097,0.0,39440.317311574545,36480.13164252693,2960.185669047619,1904.574072742143,0.0,0,0,1986.3494079953025,4086.3590101890377,20494.098630625183,16600.219890806402,10800.0,10800.0,1509.518079365079,10800.0,0.0002556999970693141,1.1368683772161603e-13,0,1.5,1.5
2025-02-14,mpc,error_scaled_frozen_contract_and_soc,26305.834374871913,21094.6732169097,5211.161157962213,39440.317311574545,36480.13164252693,2960.185669047619,1904.574072742143,1191.314387295365,32,11,2800.1337257436803,4627.558067057219,19790.585224461007,16060.375471963416,10800.0,10766.665066500002,1228.098490740742,10800.0,0.9940650000062305,2.2737367544323206e-13,0,1.5,1.5
2025-02-15,greedy,error_scaled_frozen_contract_and_soc,20797.044105836343,20797.044105836343,0.0,39009.201721925914,36116.33101002115,2892.8707119047613,1924.7724883647222,0.0,0,0,1181.8790742210476,4897.476362812715,20556.754174871,16650.97088164551,10800.0,10800.0,1428.2374365079384,10800.0,0.0004575000057229772,1.1368683772161603e-13,0,1.5,1.5
2025-02-15,mpc,error_scaled_frozen_contract_and_soc,27248.70932168793,20797.044105836343,6451.665215851586,39009.201721925914,36116.33101002115,2892.8707119047613,1924.7724883647222,1423.1586900303066,39,17,2408.323707401528,5408.533074850431,19740.89562072423,16149.454982686635,10800.0,10622.967189,1318.0236970899487,10800.0,1.1089092000038363,1.1368683772161603e-13,0,1.5,1.5
2025-02-16,greedy,error_scaled_frozen_contract_and_soc,51571.45788586707,51448.755795033736,122.70209083333262,82588.53140361824,79633.27096076109,2955.2604428571426,1862.7539320865872,27.051666666666506,2,2,2754.0312691651934,0.0,23189.763658775453,18783.70856360811,10800.0,10800.0,1313.433604232804,10800.0,0.000574699995922856,2.2737367544323206e-13,0,1.5,1.5
2025-02-16,mpc,error_scaled_frozen_contract_and_soc,60012.26630320815,51448.755795033736,8563.510508174411,82588.53140361824,79633.27096076109,2955.2604428571426,1862.7539320865872,1838.3811630952398,51,19,4066.3935758693133,742.8876970238093,22166.159837785617,18004.025249917635,10800.0,10745.071354098569,1210.832069444445,10800.0,1.0183841999969445,2.2737367544323206e-13,0,1.5,1.5
2025-02-17,greedy,error_scaled_frozen_contract_and_soc,50939.238507430644,50939.238507430644,0.0,82044.32370015288,79007.76059062907,3036.5631095238095,1867.1100018572224,0.0,0,0,7540.408384670776,1238.069398809524,19928.285570206557,16141.911311867312,10800.0,10800.0,1282.6452656878323,10800.0,0.0007580000092275441,2.2737367544323206e-13,0,1.5,1.5
2025-02-17,mpc,error_scaled_frozen_contract_and_soc,53893.513229169344,50939.238507430644,2954.274721738693,82044.32370015288,79007.76059062907,3036.5631095238095,1867.1100018572224,624.9316166666672,24,12,6467.786827655771,2581.6356560932245,22102.478343152146,17962.11716841493,10800.0,10734.32254393146,1398.3298091078975,10800.0,1.08119660000375,2.2737367544323206e-13,0,1.5,1.5
2025-02-18,greedy,error_scaled_frozen_contract_and_soc,50875.05494155215,50772.92245780215,102.13248374999995,81618.85518557957,78620.893414151,2997.961771428571,1865.5898369858733,22.449166666666656,1,1,6174.58905,437.7724136243383,20960.53280352379,16978.03157085427,10800.0,10800.0,1539.4533361375682,10800.0,0.0003583000070648268,2.2737367544323206e-13,0,1.5,1.4999999999999998
2025-02-18,mpc,error_scaled_frozen_contract_and_soc,54067.823569096094,50772.92245780215,3294.901111293939,81618.85518557957,78620.893414151,2997.961771428571,1865.5898369858733,760.9463805302767,28,15,5505.085145871666,1619.3288392857137,22268.944692705034,18059.998767704943,10800.0,10775.384925984596,1232.8145833333344,10800.0,0.960811900004046,2.2737367544323206e-13,0,1.5,1.4999999999999998
