date,plan_kwh,final_contract_kwh,cash_cost_yuan,alternative_cash_cost_yuan,emergency_kwh,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,max_balance_residual_kwh,emergency_slots,settlement_yuan,emergency_yuan,soc_bound_slots
2025-01-01,83478.26073087219,95172.5795249331,120992.88588830431,120992.88589275761,6187.849376166667,21.217300000000023,0.0,27613.393822543694,18309.352238110594,6000.0,10508.32973127755,1200.0,10508.32973127755,2.2737367544323206e-13,27,80206.46365100417,40786.42223730013,22
2025-01-02,102081.74061822201,98198.05591726262,77327.77089452787,81275.38682802062,0.0,414.71936230158656,0.0,24975.21869457348,20077.121406279097,10508.32973127755,10678.113882750245,1217.1781425749584,10786.912273862428,2.2737367544323206e-13,0,77327.77089452787,0.0,0
2025-01-03,101234.90896151867,93876.84589122084,58341.1488307879,62653.91145339599,0.0,41767.498920471015,4817.981269537037,8824.8780474808,7038.45371293467,10678.113882750245,10800.0,4995.681795754798,10800.0,1.1368683772161603e-13,0,58341.1488307879,0.0,101
2025-01-04,98127.11315605996,92219.67182842939,56924.701019163156,60555.754589080505,0.0,40258.45067075321,5518.926122094834,8824.698257445623,7148.005588530956,10800.0,10800.0,4777.0790773217095,10800.0,2.2737367544323206e-13,0,56924.701019163156,0.0,101
2025-01-05,97159.5765752024,96017.4922467591,77625.83041394339,79290.55148844662,479.4060813346135,722.9566522029403,0.0,25109.368923062793,20371.137547172017,10800.0,10763.834756120956,1200.0,10800.0,2.2737367544323206e-13,8,74314.80546746435,3311.024946479024,13
2025-01-06,100748.92890440093,98306.47570767361,76705.01060271145,79012.78270150987,0.0,2974.435669273431,0.0,24563.211678468688,19863.6527400685,10763.834756120956,10800.0,1231.4772039822553,10800.0,2.2737367544323206e-13,0,76705.01060271145,0.0,47
2025-01-07,99911.83263600346,101156.23777147637,79599.79495248213,80052.80376901125,0.0,4014.927720626375,0.0,24075.837372894748,19501.428272044745,10800.0,10800.0,1491.6043842192266,10800.0,2.2737367544323206e-13,0,79599.79495248213,0.0,50
2025-01-08,111016.70266979013,99474.36805190094,81108.90422072404,92052.38174360403,0.0,5410.641904356838,0.0,23882.76226777606,19345.037436898605,10800.0,10800.0,1631.7292491401738,10800.0,2.2737367544323206e-13,0,81108.90422072404,0.0,53
2025-01-09,104762.39977799455,100931.53223893947,79093.20847015243,82649.27796239231,0.0,5499.981587815617,0.0,22842.07649714316,18502.081962685967,10800.0,10800.0,1638.8584298115093,10800.0,2.2737367544323206e-13,0,79093.20847015243,0.0,74
2025-01-10,109681.3504028928,95102.54727254395,60596.15849475381,70590.52829731906,0.0,43925.69110212189,4032.9727666666668,8701.140458361695,7047.923771272968,10800.0,10800.0,4976.854516218838,10800.0,2.2737367544323206e-13,0,60596.15849475381,0.0,100
2025-01-11,102206.72769155916,94144.18074099245,58228.60717910547,63074.2289421863,0.0,42200.87072616369,5475.977510471006,8428.662566795287,6827.216679104184,10800.0,10800.0,4795.172508416379,10800.0,2.2737367544323206e-13,0,58228.60717910547,0.0,104
2025-01-12,102213.85365392141,98349.40799865304,79096.38942843243,84142.63175191496,0.0,2976.285764551969,0.0,23722.283337374156,19215.049503273072,10800.0,10800.0,1200.718400021923,10800.0,2.8421709430404007e-13,0,79096.38942843243,0.0,37
2025-01-13,103257.45718977522,96725.71417050684,76514.03603623019,82695.42855119183,72.51017088232325,4298.390271039239,0.0,22694.963562334575,18469.08645865132,10800.0,10704.260029821879,1200.0,10800.0,2.2737367544323206e-13,4,76164.17914624841,349.8568899817576,73
2025-01-14,102616.89783005201,98207.14256679823,76250.09779744774,80338.66255047482,3.7669194968733564,4278.260531315392,0.0,24032.47393940034,19380.13791775397,10704.260029821879,10800.0,1200.0,10800.0,2.2737367544323206e-13,1,76220.32218228471,29.775615163035443,58
2025-01-15,100201.72352235221,99519.52011832889,77471.56986933386,78761.43315643654,5.397131875657033,5143.915694838259,0.0,22687.6769580682,18377.018336035246,10800.0,10800.0,1200.0,10800.0,2.2737367544323206e-13,2,77431.63159392875,39.93827540512224,70
2025-01-16,101383.10194476812,98830.09318419785,75934.55181446939,78314.50430102486,0.0,5344.986796602604,0.0,23215.55230313284,18804.5973655376,10800.0,10800.0,1396.31750962459,10800.0,2.2737367544323206e-13,0,75934.55181446939,0.0,64
2025-01-17,100884.18781298956,93048.6242523806,56595.00697402887,61105.928569774595,0.0,42750.1180073834,5986.184742326494,8543.200189494923,6919.992153490888,10800.0,10800.0,4695.833409904574,10800.0,2.2737367544323206e-13,0,56595.00697402887,0.0,105
2025-01-18,103066.5003281533,91929.6220838167,56529.319798735334,63350.6822086715,0.0,41109.79193533624,5911.209847775506,8769.0067580963,7102.895474058006,10800.0,10800.0,4675.8245117824545,10800.0,2.2737367544323206e-13,0,56529.319798735334,0.0,107
2025-01-19,98931.2649673651,98220.81956840731,75054.6828982836,76005.21318773512,37.24532880358635,4947.4535900484725,0.0,24355.11494997771,19727.64310948194,10800.0,10800.0,1200.0,10800.0,2.2737367544323206e-13,2,74808.63032854882,246.05256973477003,56
2025-01-20,100265.26253582371,97332.18346534332,74274.3009667329,77126.55013969638,0.0,4677.762268976894,0.0,24143.919191402172,19556.57454503576,10800.0,10800.0,1245.2558144363861,10800.0,2.2737367544323206e-13,0,74274.3009667329,0.0,53
2025-01-21,99853.65804437854,94162.70499963636,71346.21908756247,76344.88729535282,0.0,6378.943098228334,27.84333333333325,22526.388867059813,18246.37498231845,10800.0,10800.0,1433.912786441812,10800.0,2.2737367544323206e-13,0,71346.21908756247,0.0,62
2025-01-22,104479.91911387096,99533.22068980767,78026.28436097957,82607.50964197866,143.8369846154236,6232.039210891628,0.0,23927.65314139377,19381.399044528953,10800.0,10800.0,1200.0,10800.0,2.2737367544323206e-13,5,77278.12982477219,748.1545362074014,66
