日期,时段,实际结算电价_元每kWh,负荷_kW,光伏实际_kW,原计划合同_p_kWh,最终合同_q_kWh,实际购电_kWh,应急购电_u_kWh,充电量_kWh,放电量_kWh,槽末储电量_kWh,合同调整量_kWh
2025-03-20,10:00-10:10,0.948,6577.9956,6675.2481,0.0,0.0,0.0,0.0,0.0,0.0,1200.0000000000007,0.0
2025-03-20,12:00-12:10,0.4519,5958.8116,8082.9395,578.9147950000001,578.9147950000001,479.3120166666665,0.0,833.3333333333333,0.0,2766.643977686691,0.0
2025-03-20,14:00-14:10,0.9351,6283.4823,6453.6137,0.0,0.0,0.0,0.0,22.87490342592605,0.0,6341.24615233333,0.0
2025-03-20,16:00-16:10,0.8767,6153.3743,2779.805,670.425742279601,670.425742279601,670.4257422796011,5.684341886080802e-14,108.16419227960091,0.0,8611.241536431116,0.0
2025-03-20,18:00-18:10,1.2993,4187.9837,0.0,733.31475,733.31475,697.9972833333333,0.0,0.0,0.0,8844.506407407407,0.0
2025-03-20,20:00-20:10,1.2789,4586.0191,0.0,0.0,0.0,0.0,0.0,0.0,764.3365166666667,3154.470444444445,0.0
2025-06-21,10:00-10:10,0.6702,3826.1041,6589.8893,0.0,0.0,0.0,0.0,0.0,0.0,2431.3671763169064,0.0
2025-06-21,12:00-12:10,0.2473,3735.5415,8044.2631,0.0,0.0,0.0,0.0,586.234824041692,0.0,4329.791695571209,0.0
2025-06-21,14:00-14:10,0.7993,4047.8905,5941.7978,0.0,0.0,0.0,0.0,201.681819332342,0.0,9214.75741023307,0.0
2025-06-21,16:00-16:10,0.5744,4034.2858,3562.8565,242.08061838713832,242.08061838713832,114.64493101851849,0.0,36.07338101851849,0.0,10222.15715141667,0.0
2025-06-21,18:00-18:10,1.1314,3274.4828,860.3286,532.6641924397895,532.6641924397895,402.4453855555556,0.0,0.08635222222233097,0.0,10264.873214620373,0.0
2025-06-21,20:00-20:10,1.1611,3348.2366,0.0,0.0,0.0,0.0,0.0,0.0,558.0394333333334,4043.2731937912213,0.0
2025-09-23,10:00-10:10,0.9839,6527.0912,6506.7574,0.0,0.0,0.0,0.0,0.0,23.440819537037214,1407.0383759063927,0.0
2025-09-23,12:00-12:10,0.3481,5815.5593,8690.3915,380.9003701081457,380.9003701081457,0.0,0.0,177.33622062199882,0.0,6283.211712965163,0.0
2025-09-23,14:00-14:10,0.9422,6298.6605,6838.0168,0.0,0.0,0.0,0.0,89.08900841765922,0.0,10163.38280222586,0.0
2025-09-23,16:00-16:10,0.9325,6704.9712,3168.3753,629.4349165740741,629.4349165740741,629.4349165740742,1.1368683772161603e-13,40.00226657407438,0.0,10637.771439505515,0.0
2025-09-23,18:00-18:10,1.3273,4585.9791,0.0,0.0,0.0,0.0,0.0,0.0,764.3298499999999,9932.43953144996,0.0
2025-09-23,20:00-20:10,1.2687,4963.0687,0.0,0.0,0.0,3.1346416583998007,3.1346416583998007,0.0,824.0434750082668,2774.3763017082647,0.0
2025-12-21,10:00-10:10,1.4027,6873.3728,4886.2111,0.0,0.0,0.0,0.0,0.0,406.13302144713225,1757.2914487007192,0.0
2025-12-21,12:00-12:10,0.6936,6501.863,5904.8948,998.5135950766198,998.5135950766198,932.8280333333332,0.0,833.3333333333333,0.0,7139.907114191209,0.0
2025-12-21,14:00-14:10,1.3689,6474.7834,4705.4039,0.0,0.0,0.0,0.0,0.0,399.71023583333306,9186.918935191206,0.0
2025-12-21,16:00-16:10,0.98,6007.344,1199.0528,886.5573855212064,886.5573855212064,801.3818666666666,0.0,0.0,0.0,9947.85237037037,0.0
2025-12-21,18:00-18:10,1.2957,4292.4867,0.0,779.9318438729161,779.9318438729161,715.41445,0.0,0.0,0.0,9947.85237037037,0.0
2025-12-21,20:00-20:10,1.5137,4485.5154,0.0,0.0,0.0,0.0,0.0,0.0,747.5859,4051.542407407409,0.0
