date,method,comparison,cash_cost_yuan,contract_cost_yuan,emergency_cost_yuan,contract_kwh,base_contract_kwh,risk_reserve_kwh,expected_emergency_cost_yuan,emergency_kwh,emergency_slots,emergency_events,unused_contract_kwh,pv_curtailed_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,runtime_seconds,max_balance_residual_kwh,simultaneous_flow_slots,sigma_factor,achieved_daily_sigma_ratio
2025-02-01,greedy,error_scaled_frozen_contract_and_soc,26709.12435609976,26709.12435609976,0.0,49023.022603149024,43233.888007593465,5789.134595555555,6312.826350179821,0.0,0,0,10014.760450470869,6439.892752232434,16324.415303097769,13222.77639550919,10800.0,10800.0,2809.1977597001724,10800.0,0.000760800001444295,1.1368683772161603e-13,0,2.0,2.0
2025-02-01,mpc,error_scaled_frozen_contract_and_soc,29469.163696318807,26709.12435609976,2760.0393402190484,49023.022603149024,43233.888007593465,5789.134595555555,6312.826350179821,500.53691428571454,10,6,9858.0819981491,6714.530494251529,18428.81734911473,14944.600816937762,10800.0,10780.823595383526,2114.857606175988,10800.0,1.0718025999958627,1.1368683772161603e-13,0,2.0,2.0
2025-02-02,greedy,error_scaled_frozen_contract_and_soc,60814.31655276092,60814.31655276092,0.0,95447.25993643588,89758.78041945177,5688.479516984126,6331.734526354028,0.0,0,0,19555.291016893458,776.050876190476,18336.26590485989,14852.37538293651,10800.0,10800.0,2076.644922530865,10800.0,0.0007502999942516908,2.2737367544323206e-13,0,2.0,2.0
2025-02-02,mpc,error_scaled_frozen_contract_and_soc,61766.83507192521,60814.31655276092,952.5185191642847,95447.25993643588,89758.78041945177,5688.479516984126,6331.734526354028,221.49260476190454,5,4,17374.732426538165,2361.8540505302017,22632.311188951775,18332.17264625092,10800.0,10799.999352000017,1507.3586305714334,10800.0,1.062411400009296,1.1368683772161603e-13,0,2.0,2.0
2025-02-03,greedy,error_scaled_frozen_contract_and_soc,59761.37374098951,59761.37374098951,0.0,94059.09257643559,88351.30972611814,5707.78285031746,6325.6355685206945,0.0,0,0,13603.746150557508,0.0,19440.577166275674,15746.867504683294,10800.0,10800.0,1927.3209818430307,10800.0,0.00035099999513477087,2.2737367544323206e-13,0,2.0,2.0
2025-02-03,mpc,error_scaled_frozen_contract_and_soc,61767.915534578795,59761.37374098951,2006.5417935892847,94059.09257643559,88351.30972611814,5707.78285031746,6325.6355685206945,426.65410714285684,15,8,11659.470507225145,1773.350444047618,22615.583179052486,18324.294211032502,10800.0,10793.697960000012,1392.7706205921968,10800.0,0.9980502000107663,2.2737367544323206e-13,0,2.0,2.0
2025-02-04,greedy,error_scaled_frozen_contract_and_soc,60256.86003817031,60256.86003817031,0.0,94763.34714999805,89031.03173301392,5732.3154169841255,6307.104330743882,0.0,0,0,12661.419430451688,40.874719047619465,21384.552784579864,17321.48775550969,10800.0,10800.0,2396.3015004409185,10800.0,0.00047060000360943377,2.2737367544323206e-13,0,2.0,2.0
2025-02-04,mpc,error_scaled_frozen_contract_and_soc,65279.948524748805,60256.86003817031,5023.088486578494,94763.34714999805,89031.03173301392,5732.3154169841255,6307.104330743882,1004.5100649936483,22,10,13284.711368001923,604.6395059523819,21726.515894648684,17845.997525039857,10800.0,10524.978166250648,1385.839694444444,10800.0,1.1121175000007497,2.2737367544323206e-13,0,2.0,2.0
2025-02-05,greedy,error_scaled_frozen_contract_and_soc,58594.300784994186,58582.167117194185,12.133667800000152,92567.5088404276,87805.56615709428,4761.942683333333,4566.75086750565,2.5904500000000326,1,1,9740.639137282411,292.4364880952378,22299.384653145204,18062.50156904762,10800.0,10800.0,1591.921553518514,10800.0,0.000410699998610653,2.2737367544323206e-13,0,2.0,2.0
2025-02-05,mpc,error_scaled_frozen_contract_and_soc,63715.548082443,58582.167117194185,5133.380965248814,92567.5088404276,87805.56615709428,4761.942683333333,4566.75086750565,1007.7208833333343,29,13,10240.773408457087,765.3277514898186,22575.31785132627,18306.329868464607,10800.0,10777.419545677409,1424.2569789876782,10800.0,1.0583042000071146,2.2737367544323206e-13,0,2.0,2.0
